input_file,si,ti,n
debris.mkv,117.347,40.563,91
debris.mkv,117.733,40.252,92
debris.mkv,117.823,41.283,93
debris.mkv,117.799,41.165,94
debris.mkv,118.302,40.556,95
debris.mkv,118.657,41.581,96
debris.mkv,118.928,41.161,97
debris.mkv,119.04,40.602,98
debris.mkv,118.832,41.356,99
debris.mkv,119.153,40.763,100
debris.mkv,119.681,40.286,101
debris.mkv,120.086,41.047,102
debris.mkv,120.318,40.207,103
debris.mkv,120.389,39.078,104
debris.mkv,120.711,39.753,105
debris.mkv,120.741,38.394,106
debris.mkv,120.682,36.617,107
debris.mkv,120.924,36.809,108
debris.mkv,121.5,34.822,109
debris.mkv,122.084,33.475,110
debris.mkv,122.357,34.246,111
debris.mkv,122.31,32.788,112
debris.mkv,122.548,31.098,113
debris.mkv,122.631,31.748,114
debris.mkv,122.283,30.557,115
debris.mkv,122.312,28.901,116
debris.mkv,122.51,29.959,117
debris.mkv,122.607,28.711,118
debris.mkv,122.664,27.343,119
debris.mkv,122.473,28.793,120
debris.mkv,122.215,27.86,121
debris.mkv,122.263,27.22,122
debris.mkv,122.269,28.857,123
debris.mkv,122.446,28.507,124
debris.mkv,122.321,27.971,125
debris.mkv,122.243,29.61,126
debris.mkv,122.584,29.569,127
debris.mkv,122.519,29.443,128
debris.mkv,122.874,31.213,129
debris.mkv,122.929,31.336,130
debris.mkv,122.672,30.757,131
debris.mkv,122.851,32.586,132
debris.mkv,122.828,32.556,133
debris.mkv,122.338,32.195,134
debris.mkv,122.335,33.989,135
debris.mkv,122.636,33.742,136
debris.mkv,122.52,33.311,137
debris.mkv,122.342,35.101,138
debris.mkv,122.53,34.395,139
debris.mkv,122.291,33.823,140
debris.mkv,122.332,35.468,141
debris.mkv,122.271,35.038,142
debris.mkv,122.297,34.196,143
debris.mkv,122.228,35.398,144
debris.mkv,122.004,35.115,145
debris.mkv,121.652,33.931,146
debris.mkv,121.798,35.539,147
debris.mkv,121.737,35.137,148
debris.mkv,121.849,34.399,149
debris.mkv,121.938,36.172,150
debris.mkv,121.989,35.761,151
debris.mkv,121.85,35.062,152
debris.mkv,121.761,36.78,153
debris.mkv,121.936,36.319,154
debris.mkv,121.672,35.615,155
debris.mkv,121.479,37.236,156
debris.mkv,121.547,36.743,157
debris.mkv,121.388,36.093,158
debris.mkv,121.395,37.689,159
debris.mkv,121.746,37.271,160
debris.mkv,122.314,36.781,161
debris.mkv,122.894,38.616,162
debris.mkv,122.842,38.049,163
debris.mkv,122.862,37.471,164
debris.mkv,122.853,39.284,165
debris.mkv,123.19,38.91,166
debris.mkv,123.023,38.08,167
debris.mkv,122.999,39.482,168
debris.mkv,123.104,38.871,169
debris.mkv,123.297,38.192,170
debris.mkv,123.427,39.823,171
debris.mkv,123.344,39.216,172
debris.mkv,123.738,38.466,173
debris.mkv,123.954,40.0,174
debris.mkv,123.659,39.424,175
debris.mkv,124.357,38.673,176
debris.mkv,124.612,40.241,177
debris.mkv,124.739,39.555,178
debris.mkv,124.657,38.864,179
debris.mkv,124.541,40.184,180
debris.mkv,124.67,39.472,181
debris.mkv,52.931,54.932,182
debris.mkv,52.906,3.456,183
debris.mkv,52.878,3.395,184
debris.mkv,52.883,3.32,185
debris.mkv,52.901,3.703,186
debris.mkv,52.897,3.631,187
debris.mkv,52.866,3.551,188
debris.mkv,52.886,3.958,189
debris.mkv,52.884,3.915,190
debris.mkv,52.873,3.865,191
debris.mkv,52.889,4.369,192
debris.mkv,52.869,4.348,193
debris.mkv,52.89,4.339,194
debris.mkv,52.949,4.977,195
debris.mkv,52.929,4.999,196
debris.mkv,52.921,5.0,197
debris.mkv,52.957,5.716,198
debris.mkv,52.922,5.746,199
debris.mkv,52.971,5.734,200
debris.mkv,52.936,6.519,201
debris.mkv,52.922,6.531,202
debris.mkv,52.866,6.488,203
debris.mkv,52.943,7.268,204
debris.mkv,53.014,7.285,205
debris.mkv,53.017,7.213,206
debris.mkv,53.034,8.005,207
debris.mkv,53.075,7.941,208
debris.mkv,53.08,7.835,209
debris.mkv,53.119,8.619,210
debris.mkv,53.08,8.488,211
debris.mkv,53.043,8.319,212
debris.mkv,53.04,9.055,213
debris.mkv,53.078,8.88,214
debris.mkv,53.086,8.676,215
debris.mkv,53.128,9.397,216
debris.mkv,53.173,9.187,217
debris.mkv,53.157,8.936,218
debris.mkv,53.095,9.604,219
debris.mkv,53.139,9.346,220
debris.mkv,53.198,9.066,221
debris.mkv,53.272,9.72,222
debris.mkv,53.259,9.427,223
debris.mkv,53.256,9.105,224
debris.mkv,53.301,9.72,225
debris.mkv,53.274,9.402,226
debris.mkv,53.289,9.043,227
debris.mkv,53.274,9.604,228
debris.mkv,53.293,9.378,229
debris.mkv,53.388,8.935,230
debris.mkv,53.515,9.518,231
debris.mkv,53.524,9.191,232
debris.mkv,53.488,8.775,233
debris.mkv,53.654,9.288,234
debris.mkv,53.7,8.879,235
debris.mkv,53.734,8.435,236
debris.mkv,53.748,8.893,237
debris.mkv,53.753,8.459,238
debris.mkv,53.897,8.047,239
debris.mkv,53.815,8.515,240
debris.mkv,53.834,7.971,241
debris.mkv,53.868,7.488,242
debris.mkv,54.007,7.903,243
debris.mkv,54.03,7.458,244
debris.mkv,53.89,7.002,245
debris.mkv,53.954,7.28,246
debris.mkv,53.991,6.838,247
debris.mkv,54.079,6.496,248
debris.mkv,54.229,6.898,249
debris.mkv,54.341,6.622,250
debris.mkv,54.585,6.346,251
debris.mkv,54.755,6.87,252
debris.mkv,55.129,6.823,253
debris.mkv,55.421,6.565,254
debris.mkv,55.643,7.118,255
debris.mkv,55.83,6.927,256
debris.mkv,55.964,6.571,257
debris.mkv,56.139,6.941,258
debris.mkv,56.111,6.728,259
debris.mkv,56.171,6.484,260
debris.mkv,56.139,6.858,261
debris.mkv,56.116,6.685,262
debris.mkv,56.22,6.426,263
debris.mkv,56.274,6.799,264
debris.mkv,56.358,6.633,265
debris.mkv,56.54,6.609,266
debris.mkv,56.552,7.101,267
debris.mkv,56.628,6.963,268
debris.mkv,56.793,6.855,269
debris.mkv,57.009,7.436,270
debris.mkv,57.222,7.323,271
debris.mkv,57.42,7.283,272
debris.mkv,57.78,7.805,273
debris.mkv,57.993,7.871,274
debris.mkv,58.209,7.779,275
debris.mkv,58.567,8.393,276
debris.mkv,58.791,8.412,277
debris.mkv,58.921,8.303,278
debris.mkv,59.281,8.962,279
debris.mkv,59.532,8.961,280
debris.mkv,59.893,8.806,281
debris.mkv,60.229,9.554,282
debris.mkv,60.409,9.598,283
debris.mkv,60.714,9.456,284
debris.mkv,61.005,10.074,285
debris.mkv,61.224,9.968,286
debris.mkv,61.318,9.83,287
debris.mkv,61.387,10.417,288
debris.mkv,61.382,10.143,289
debris.mkv,61.707,9.996,290
debris.mkv,62.083,10.739,291
debris.mkv,62.393,10.661,292
debris.mkv,62.652,10.611,293
debris.mkv,63.015,11.456,294
debris.mkv,63.467,11.415,295
debris.mkv,63.833,11.367,296
debris.mkv,64.066,12.225,297
debris.mkv,64.335,12.059,298
debris.mkv,64.876,12.072,299
debris.mkv,65.1,13.051,300
debris.mkv,65.545,12.98,301
debris.mkv,65.75,12.909,302
debris.mkv,66.165,13.756,303
debris.mkv,66.639,13.556,304
debris.mkv,67.052,13.382,305
debris.mkv,67.292,14.242,306
debris.mkv,67.426,13.925,307
debris.mkv,68.036,13.817,308
debris.mkv,68.124,14.628,309
debris.mkv,68.533,14.335,310
debris.mkv,68.73,14.059,311
debris.mkv,69.242,14.971,312
debris.mkv,69.602,14.91,313
debris.mkv,69.776,14.722,314
debris.mkv,70.169,15.769,315
debris.mkv,70.226,15.678,316
debris.mkv,70.654,15.472,317
debris.mkv,71.075,16.595,318
debris.mkv,71.512,16.438,319
debris.mkv,72.139,16.464,320
debris.mkv,73.539,18.341,321
debris.mkv,73.829,18.002,322
debris.mkv,74.134,17.647,323
debris.mkv,74.445,18.737,324
debris.mkv,75.051,18.68,325
debris.mkv,75.827,18.506,326
debris.mkv,76.379,19.442,327
debris.mkv,76.926,19.388,328
debris.mkv,77.155,19.144,329
debris.mkv,77.543,20.15,330
debris.mkv,78.377,20.03,331
debris.mkv,79.154,19.748,332
debris.mkv,79.316,21.108,333
debris.mkv,79.816,20.868,334
debris.mkv,80.312,20.441,335
debris.mkv,80.846,21.509,336
debris.mkv,81.213,21.221,337
debris.mkv,81.9,20.997,338
debris.mkv,82.626,22.3,339
debris.mkv,83.548,22.382,340
debris.mkv,84.415,22.17,341
debris.mkv,84.816,23.428,342
debris.mkv,85.379,23.247,343
debris.mkv,85.872,22.819,344
debris.mkv,86.76,23.914,345
debris.mkv,87.296,23.574,346
debris.mkv,87.667,23.125,347
debris.mkv,88.207,24.293,348
debris.mkv,88.813,24.054,349
debris.mkv,89.479,23.76,350
debris.mkv,90.104,25.155,351
debris.mkv,90.807,25.005,352
debris.mkv,91.543,24.648,353
debris.mkv,92.422,26.019,354
debris.mkv,93.396,25.717,355
debris.mkv,94.385,25.561,356
debris.mkv,94.898,26.924,357
debris.mkv,95.682,26.678,358
debris.mkv,96.179,26.446,359
debris.mkv,97.402,27.821,360
debris.mkv,97.938,27.655,361
debris.mkv,98.46,27.317,362
debris.mkv,98.987,28.861,363
debris.mkv,99.71,28.594,364
debris.mkv,100.32,28.287,365
debris.mkv,101.045,29.847,366
debris.mkv,101.025,29.379,367
debris.mkv,101.646,29.061,368
debris.mkv,102.162,30.668,369
debris.mkv,102.76,30.417,370
debris.mkv,102.964,30.035,371
debris.mkv,103.489,31.646,372
debris.mkv,103.829,31.3,373
debris.mkv,104.564,31.216,374
debris.mkv,105.131,32.462,375
debris.mkv,105.807,32.028,376
debris.mkv,106.166,31.61,377
debris.mkv,106.852,33.126,378
debris.mkv,107.164,32.724,379
debris.mkv,107.508,32.265,380
debris.mkv,107.745,33.801,381
debris.mkv,107.658,33.144,382
debris.mkv,107.763,32.505,383
debris.mkv,107.808,33.854,384
debris.mkv,107.516,33.194,385
debris.mkv,107.509,32.579,386
debris.mkv,107.74,34.049,387
debris.mkv,108.206,33.654,388
debris.mkv,108.857,33.287,389
debris.mkv,109.152,34.887,390
debris.mkv,109.083,34.422,391
debris.mkv,109.314,33.756,392
debris.mkv,109.472,35.129,393
debris.mkv,109.453,34.572,394
debris.mkv,109.706,33.96,395
debris.mkv,109.896,35.426,396
debris.mkv,109.865,34.709,397
debris.mkv,109.977,34.022,398
debris.mkv,110.263,35.594,399
debris.mkv,110.301,35.117,400
debris.mkv,110.518,34.376,401
debris.mkv,110.853,35.894,402
debris.mkv,111.219,35.51,403
debris.mkv,111.851,34.977,404
debris.mkv,111.92,36.442,405
debris.mkv,111.853,35.986,406
debris.mkv,111.802,35.095,407
debris.mkv,112.011,36.546,408
debris.mkv,112.132,35.904,409
debris.mkv,112.108,35.164,410
debris.mkv,112.348,36.534,411
debris.mkv,112.093,36.012,412
debris.mkv,112.16,35.256,413
debris.mkv,112.919,36.655,414
debris.mkv,112.912,36.379,415
debris.mkv,112.526,35.734,416
debris.mkv,111.697,36.668,417
debris.mkv,111.363,35.674,418
debris.mkv,111.474,35.015,419
debris.mkv,111.21,36.159,420
debris.mkv,111.573,35.476,421
debris.mkv,111.968,34.962,422
debris.mkv,111.891,36.338,423
debris.mkv,112.227,35.72,424
debris.mkv,112.239,35.066,425
debris.mkv,112.233,36.439,426
debris.mkv,112.024,35.708,427
debris.mkv,111.855,35.02,428
debris.mkv,111.579,36.563,429
debris.mkv,111.571,35.851,430
debris.mkv,111.191,35.12,431
debris.mkv,110.734,36.315,432
debris.mkv,110.823,35.535,433
debris.mkv,110.751,34.851,434
debris.mkv,110.4,36.09,435
debris.mkv,110.348,35.409,436
debris.mkv,110.053,34.79,437
debris.mkv,109.962,36.262,438
debris.mkv,109.777,35.73,439
debris.mkv,109.237,34.917,440
debris.mkv,109.411,36.248,441
debris.mkv,109.47,35.715,442
debris.mkv,109.485,35.064,443
debris.mkv,109.508,36.403,444
debris.mkv,109.507,35.592,445
debris.mkv,109.483,34.889,446
debris.mkv,109.678,36.256,447
debris.mkv,109.541,35.702,448
debris.mkv,109.575,34.954,449
debris.mkv,109.878,36.264,450
debris.mkv,110.057,35.789,451
debris.mkv,109.738,34.944,452
debris.mkv,109.423,36.138,453
debris.mkv,109.066,35.214,454
debris.mkv,108.616,34.148,455
debris.mkv,108.635,35.301,456
debris.mkv,108.431,34.487,457
debris.mkv,108.616,33.823,458
debris.mkv,108.702,35.191,459
debris.mkv,108.934,34.58,460
debris.mkv,108.738,34.044,461
debris.mkv,108.855,35.299,462
debris.mkv,109.0,34.766,463
debris.mkv,108.956,34.289,464
debris.mkv,108.391,35.503,465
debris.mkv,108.003,34.769,466
debris.mkv,107.811,34.018,467
debris.mkv,107.407,35.141,468
debris.mkv,107.308,34.276,469
debris.mkv,107.153,33.412,470
debris.mkv,107.259,34.897,471
debris.mkv,107.11,34.324,472
debris.mkv,106.746,33.644,473
debris.mkv,106.898,35.212,474
debris.mkv,106.784,34.377,475
debris.mkv,106.566,33.751,476
debris.mkv,105.92,35.072,477
debris.mkv,105.662,34.454,478
debris.mkv,105.808,34.093,479
